crop_year,County,d1d2wk,d2d2wk,d3d2wk,d4d2wk,MaxT2wk,MinT2wk,Ave2wk,Rain2wk,d1d3wk,d2d3wk,d3d3wk,d4d3wk,MaxT3wk,MinT3wk,Ave3wk,Rain3wk,d1d4wk,d2d4wk,d3d4wk,d4d4wk,MaxT4wk,MinT4wk,Ave4wk,Rain4wk,d1d5wk,d2d5wk,d3d5wk,d4d5wk,MaxT5wk,MinT5wk,Ave5wk,Rain5wk,d1d6wk,d2d6wk,d3d6wk,d4d6wk,MaxT6wk,MinT6wk,Ave6wk,Rain6wk,d1d7wk,d2d7wk,d3d7wk,d4d7wk,MaxT7wk,MinT7wk,Ave7wk,Rain7wk,PGT20
2019,1,9,5,3,2,28.78571429,16.71428571,22.75,6.7818,16,12,10,8,30.47619048,17.14285714,23.80952381,6.9342,23,19,17,15,30.64285714,16.82142857,23.73214286,7.0612,30,25,22,19,30.97142857,17.34285714,24.15714286,7.3406,36,30,26,22,31.47619048,17.73809524,24.60714286,7.6962,38,30,26,22,31.42857143,18.20408163,24.81632653,10.0076,19.95
2019,17,10,9,7,5,30.93253968,17.50793651,24.2202381,5.2578,17,16,14,12,32.46296296,18.2989418,25.38095238,5.334,24,23,21,19,32.63690476,17.8968254,25.26686508,5.334,31,30,28,26,33.10634921,18.36984127,25.73809524,5.4356,38,36,33,30,33.61375661,18.73148148,26.17261905,5.7658,43,40,36,33,33.6031746,19.22108844,26.41213152,7.2136,37.15
2019,31,10,7,5,4,28.92063492,16.20634921,22.56349206,6.2992,17,14,12,10,30.73015873,17.15608466,23.94312169,6.4262,24,21,19,17,30.95634921,16.82936508,23.89285714,6.4262,31,28,26,24,31.27936508,17.34444444,24.31190476,6.4262,38,35,33,31,31.66137566,17.85582011,24.75859788,6.6548,43,38,34,31,31.60770975,18.361678,24.98469388,8.3566,1.22
2019,69,8,5,3,2,30.04761905,18.26984127,24.15873016,5.4864,15,12,10,8,31.58994709,18.80952381,25.19973545,5.5626,22,19,17,15,31.72619048,18.48015873,25.1031746,5.6134,29,26,24,22,32.08730159,18.95555556,25.52142857,5.7912,36,32,29,26,32.55291005,19.31746032,25.93518519,6.0452,41,35,30,27,32.48639456,19.8185941,26.15249433,7.62,12.84
2019,155,12,10,9,8,30.4484127,17.01587302,23.73214286,5.5626,19,17,16,15,32.08465608,18.04497354,25.06481481,5.5626,26,24,23,22,32.25198413,17.54563492,24.89880952,5.5626,33,31,30,29,32.73492063,18.06349206,25.39920635,5.5626,40,38,37,36,33.0462963,18.39153439,25.71891534,5.5626,47,45,44,43,33.00680272,18.73696145,25.87188209,5.6134,32.89
2019,205,13,11,10,9,30.63492063,17.46031746,24.04761905,2.2352,20,18,17,16,31.95767196,18.06878307,25.01322751,2.2352,27,25,24,23,31.96428571,17.97619048,24.9702381,2.2352,32,28,25,23,32.38095238,18.26984127,25.32539683,4.318,38,33,29,25,32.83068783,18.54497354,25.68783069,4.572,44,38,33,29,32.7324263,18.84353741,25.78798186,7.1374,12.87
2019,271,11,9,8,7,30.50396825,15.6031746,23.05357143,7.9502,18,16,15,14,32.26190476,16.36507937,24.31349206,7.9502,25,23,22,21,32.44444444,15.83333333,24.13888889,7.9502,32,30,29,28,32.88730159,16.42380952,24.65555556,7.9502,38,35,33,31,33.29761905,16.81084656,25.0542328,8.4328,43,39,36,34,33.2845805,17.26643991,25.2755102,9.9822,16.52
2019,275,12,10,9,8,30.78571429,17.14285714,23.96428571,4.445,19,17,16,15,32.19047619,18.14285714,25.16666667,4.4704,26,24,23,22,32.28571429,17.92857143,25.10714286,4.4704,32,29,27,25,32.71428571,18.31428571,25.51428571,4.8514,39,36,34,32,33.07142857,18.66666667,25.86904762,5.0038,44,40,37,35,32.97959184,19.14285714,26.06122449,6.35,15.49
2019,277,10,9,7,5,30.13888889,17.61507937,23.87698413,5.1308,17,16,14,12,31.78571429,18.46296296,25.12433862,5.1562,24,23,21,19,32.01388889,18.15277778,25.08333333,5.1562,31,30,28,26,32.48412698,18.61746032,25.55079365,5.3594,38,36,33,30,32.91666667,18.94047619,25.92857143,5.6134,43,40,36,33,32.8968254,19.38662132,26.14172336,7.1882,27.15
2019,305,11,9,7,5,29.81349206,17.51587302,23.66468254,11.2776,18,16,14,12,31.33597884,18.1984127,24.76719577,11.2776,25,23,21,19,31.49206349,17.96031746,24.72619048,11.4046,31,28,25,23,31.84285714,18.47777778,25.16031746,11.8364,37,33,29,25,32.46164021,18.99206349,25.72685185,15.2908,43,38,32,27,32.3015873,19.56462585,25.93310658,15.8242,11.03
2020,1,12,8,5,3,28.07142857,16.14285714,22.10714286,1.524,16,11,8,5,27.57142857,15.76190476,21.66666667,3.6576,22,15,11,7,26.96428571,15.57142857,21.26785714,4.4196,24,16,12,8,27.17142857,16.65714286,21.91428571,11.3538,25,16,12,8,27.73809524,17.5,22.61904762,13.97,29,20,15,10,28.3877551,18.14285714,23.26530612,15.3416,3.56
2020,17,12,10,8,6,29.23809524,16.65079365,22.94444444,1.905,17,13,11,9,28.73544974,16.31481481,22.52513228,3.2004,23,18,14,11,28.18849206,16.3234127,22.25595238,4.0132,25,19,15,12,28.37142857,17.51904762,22.9452381,13.081,30,23,16,12,29.07936508,18.31349206,23.69642857,14.4018,35,27,20,16,29.78231293,18.98412698,24.38321995,15.6464,4.61
2020,31,13,11,9,7,27.66269841,15.62698413,21.64484127,0.8636,17,14,12,10,27.17724868,15.02645503,21.10185185,3.2004,23,19,15,12,26.79166667,14.85119048,20.82142857,3.556,26,20,16,13,27.22063492,15.97142857,21.59603175,10.8204,32,25,18,14,27.87962963,16.85846561,22.36904762,11.43,38,30,23,19,28.70634921,17.66213152,23.18424036,11.9634,0
2020,69,12,10,8,6,28.78968254,17.38888889,23.08928571,2.032,16,13,11,9,28.24867725,16.82539683,22.53703704,3.7846,22,18,14,11,27.76587302,16.75396825,22.25992063,4.2926,23,19,15,12,27.94126984,17.83492063,22.88809524,11.0998,26,19,15,12,28.60582011,18.62301587,23.61441799,13.0048,31,23,18,14,29.2154195,19.22789116,24.22165533,14.3764,4.43
2020,155,12,10,8,6,28.21428571,15.43253968,21.8234127,0.7366,18,15,13,11,27.45238095,15.03968254,21.24603175,1.1684,24,20,16,13,26.95238095,15.17261905,21.0625,1.5494,29,24,19,15,27.28412698,16.43492063,21.85952381,12.8016,35,29,23,18,28.11111111,17.10185185,22.60648148,13.6652,42,36,30,25,28.83219955,17.90022676,23.36621315,13.6652,14.54
2020,205,12,10,8,6,27.61904762,16.82539683,22.22222222,1.3462,18,15,13,11,26.93121693,16.16402116,21.54761905,3.0988,23,19,16,13,26.34920635,16.25,21.29960317,6.2738,25,20,17,14,26.55555556,17.42857143,21.99206349,19.431,30,24,20,16,27.39417989,17.97619048,22.68518519,21.7424,35,28,24,20,28.00453515,18.62811791,23.31632653,23.368,0
2020,271,12,10,8,6,28.49603175,13.68253968,21.08928571,1.524,17,13,11,9,27.87830688,13.51851852,20.6984127,2.413,23,18,14,11,27.43253968,13.81150794,20.62202381,3.175,26,19,15,12,27.68730159,15.26507937,21.47619048,12.4206,31,23,18,14,28.50529101,15.97089947,22.23809524,13.208,38,30,25,21,29.25510204,16.75963719,23.00736961,13.208,3.83
2020,275,11,9,7,5,28.64285714,17,22.82142857,1.8288,16,12,10,8,27.71428571,16.47619048,22.0952381,4.2926,21,16,13,10,27.21428571,16.53571429,21.875,6.2484,23,18,15,12,27.4,17.65714286,22.52857143,19.3548,27,20,15,12,28.16666667,18.35714286,23.26190476,22.1234,31,24,18,14,28.63265306,18.95918367,23.79591837,25.273,0
2020,277,12,10,8,6,28.12301587,17.05952381,22.59126984,2.0574,17,13,11,9,27.58465608,16.61640212,22.1005291,3.5814,23,18,14,11,27.15079365,16.54563492,21.84821429,4.6736,26,20,16,12,27.35396825,17.61587302,22.48492063,14.7574,31,23,16,12,28.08068783,18.37037037,23.2255291,16.4084,36,27,20,15,28.70181406,19.01133787,23.85657596,18.1102,2.12
2020,305,13,11,9,7,28.93253968,18.21428571,23.5734127,0.889,17,14,12,10,28.62962963,17.35978836,22.99470899,8.7376,22,18,15,12,28.17460317,16.85912698,22.51686508,9.652,26,21,17,13,28.42539683,17.89047619,23.15793651,14.9352,27,21,17,13,28.90608466,18.71164021,23.80886243,19.1008,32,24,18,13,29.70861678,19.43197279,24.57029478,21.8186,2.59
2021,1,9,7,6,5,27.71428571,16.71428571,22.21428571,4.9276,16,14,12,10,28.23809524,16.23809524,22.23809524,4.9276,19,17,15,13,28.10714286,16.39285714,22.25,11.43,23,19,16,13,28.34285714,16.97142857,22.65714286,16.9164,28,23,19,16,28.66666667,17.23809524,22.95238095,20.8026,33,26,21,17,29.02040816,17.55102041,23.28571429,22.098,0.71
2021,17,9,7,6,5,28.80555556,17.57142857,23.18849206,11.0998,16,14,12,10,29.37566138,17.27513228,23.32539683,11.0998,21,18,16,14,29.37896825,17.35912698,23.36904762,13.7668,25,20,17,14,29.47142857,18.04285714,23.75714286,19.4564,30,24,20,17,29.72222222,18.33862434,24.03042328,23.495,34,26,22,18,29.96712018,18.76870748,24.36791383,25.9334,0.56
2021,31,9,7,6,5,27.72619048,16.8531746,22.28968254,6.4262,16,14,12,10,28.35449735,16.39153439,22.37301587,6.5024,21,19,17,15,28.17063492,16.37301587,22.2718254,7.6454,26,22,18,15,28.41746032,16.86984127,22.64365079,12.319,31,26,21,17,28.94312169,17.1031746,23.02314815,16.0782,38,33,28,24,29.29478458,17.29024943,23.29251701,16.0782,1.5
2021,69,9,7,6,5,28.26587302,18.01984127,23.14285714,4.5212,16,14,12,10,28.85185185,17.73015873,23.29100529,4.5212,20,17,15,13,28.74404762,17.8234127,23.28373016,7.2136,24,19,16,13,28.95555556,18.4031746,23.67936508,12.9794,29,23,19,16,29.25,18.71031746,23.98015873,17.399,33,26,21,17,29.57936508,19.10544218,24.34240363,19.2278,0.31
2021,155,11,8,6,5,28.13492063,17.23015873,22.68253968,11.8364,18,15,13,11,28.78571429,16.93915344,22.86243386,11.8364,23,20,18,16,28.67261905,16.82936508,22.75099206,12.7508,27,22,19,16,28.93809524,17.50634921,23.22222222,14.5542,33,27,23,19,29.23677249,17.72883598,23.48280423,16.4846,38,31,26,22,29.40589569,18.11111111,23.7585034,20.1676,1.09
2021,205,10,8,7,6,27.42063492,17.22222222,22.32142857,2.4384,17,15,13,11,28.17460317,17.43386243,22.8042328,2.4384,22,19,17,15,28.05555556,17.22222222,22.63888889,5.2578,26,21,18,15,28.22222222,17.96825397,23.0952381,11.3538,32,26,22,18,28.43915344,18.18783069,23.31349206,12.5222,36,30,26,22,28.54875283,18.63945578,23.59410431,15.2146,0.72
2021,271,10,8,6,5,28.37301587,16.17063492,22.2718254,6.8834,17,15,13,11,28.91798942,15.65608466,22.28703704,6.8834,21,19,17,15,28.64880952,15.72222222,22.18551587,19.2532,26,22,18,15,28.86190476,16.25555556,22.55873016,24.0284,32,27,22,18,29.26455026,16.52116402,22.89285714,27.1272,37,31,25,21,29.56122449,16.92630385,23.24376417,28.702,0
2021,275,8,7,6,5,27.92857143,17.5,22.71428571,5.4102,15,13,11,9,28.76190476,17.76190476,23.26190476,5.4102,19,17,15,13,28.67857143,17.57142857,23.125,9.525,23,19,16,13,28.94285714,18.25714286,23.6,15.3416,28,23,18,14,29.14285714,18.57142857,23.85714286,23.8506,31,25,20,15,29.28571429,19,24.14285714,27.3558,0
2021,277,8,7,6,5,27.87698413,17.80555556,22.84126984,8.0772,15,13,11,9,28.57407407,17.52116402,23.04761905,8.0772,20,17,15,13,28.52579365,17.53571429,23.03075397,11.0744,24,19,16,13,28.69206349,18.17142857,23.43174603,17.018,29,23,19,16,28.95634921,18.47089947,23.71362434,21.3868,31,25,21,17,29.12698413,18.90022676,24.01360544,24.4856,0.49
2021,305,13,11,9,7,28.78174603,18.11507937,23.4484127,2.7178,20,18,16,14,29.22486772,17.65608466,23.44047619,2.7178,25,21,19,17,29.01984127,17.71031746,23.36507937,5.6896,30,25,21,17,29.13809524,18.18888889,23.66349206,10.1092,35,29,24,19,29.52380952,18.54232804,24.03306878,11.557,42,36,31,26,29.8276644,18.79365079,24.3106576,11.557,0.38
2022,1,13,11,9,7,27.4047619,10.95238095,19.17857143,3.937,19,16,13,10,26.50793651,11.77777778,19.14285714,4.3942,26,23,20,17,27.52380952,12.54761905,20.03571429,4.4704,32,28,24,20,28.01904762,13.40952381,20.71428571,5.3594,35,30,25,20,28.3968254,14.6984127,21.54761905,9.1948,37,30,25,20,28.80952381,15.63945578,22.2244898,15.3924,0.71
2022,17,13,11,9,7,28.03571429,11.42460317,19.73015873,3.6068,20,18,16,14,27.71428571,12.29365079,20.00396825,3.6068,27,25,23,21,28.74206349,13.4047619,21.0734127,3.6068,33,31,29,27,29.11904762,14.26190476,21.69047619,4.6228,36,32,29,27,29.37433862,15.54761905,22.46097884,6.9342,38,32,29,27,29.85827664,16.50907029,23.18367347,11.684,0
2022,31,13,11,9,7,26.57936508,11.32539683,18.95238095,3.6322,20,18,16,14,25.58201058,12.06878307,18.82539683,3.6322,27,25,23,21,26.85714286,12.81944444,19.83829365,3.6322,33,31,29,27,27.42222222,13.63492063,20.52857143,3.9878,36,32,29,27,27.83465608,14.91269841,21.37367725,7.7724,37,32,29,27,28.29705215,15.90362812,22.10034014,13.5636,0.23
2022,69,13,11,9,7,27.46031746,12.06349206,19.76190476,3.81,20,18,16,14,27.08730159,12.95767196,20.02248677,4.0386,27,25,23,21,28.11706349,13.91666667,21.01686508,4.0894,33,31,29,27,28.54444444,14.94920635,21.7468254,5.3086,36,33,30,27,28.83597884,16.18783069,22.51190476,8.255,37,33,30,27,29.27891156,17.03854875,23.15873016,13.716,0.48
2022,155,12,10,8,6,28.03571429,11.42460317,19.73015873,3.6576,19,17,15,13,27.71428571,12.29365079,20.00396825,3.6576,26,24,22,20,28.74206349,13.4047619,21.0734127,3.6576,33,31,29,27,29.11904762,14.26190476,21.69047619,3.6576,38,35,32,29,29.37433862,15.54761905,22.46097884,5.8166,44,40,36,32,29.85827664,16.50907029,23.18367347,7.2136,0.12
2022,205,12,10,8,6,27.06349206,10.99206349,19.02777778,3.302,19,17,15,13,26.77248677,11.45502646,19.11375661,3.302,26,24,22,20,27.77777778,12.97619048,20.37698413,3.302,33,31,29,27,28.03174603,13.85714286,20.94444444,3.302,38,35,32,29,28.29365079,15.21164021,21.7526455,4.7498,40,36,32,29,28.67346939,16.2244898,22.44897959,12.4714,0.33
2022,271,13,11,9,7,28.33730159,9.226190476,18.78174603,4.1148,20,18,16,14,27.73809524,10.21164021,18.97486772,4.1148,27,25,23,21,28.76785714,11.3531746,20.06051587,4.1148,33,31,29,27,29.03015873,12.46349206,20.7468254,4.9022,38,33,30,27,29.25793651,14.02380952,21.64087302,6.1976,41,34,30,27,29.62471655,15.1723356,22.39852608,9.6266,0.61
2022,275,13,11,9,7,27.64285714,11.64285714,19.64285714,2.1336,20,18,16,14,27.47619048,12.28571429,19.88095238,2.1336,27,25,23,21,28.28571429,13.57142857,20.92857143,2.1336,33,31,29,27,28.6,14.48571429,21.54285714,2.667,35,32,29,27,28.66666667,15.61904762,22.14285714,6.2738,36,32,29,27,29.08163265,16.46938776,22.7755102,10.541,0.6
2022,277,13,11,9,7,27.97619048,10.99206349,19.48412698,3.3274,20,18,16,14,27.59259259,11.82539683,19.70899471,3.3274,27,25,23,21,28.61111111,12.97619048,20.79365079,3.3274,33,31,29,27,28.85396825,14.03174603,21.44285714,4.3688,35,32,29,27,29.02380952,15.35582011,22.18981481,7.0358,36,32,29,27,29.42857143,16.32086168,22.87471655,11.8618,0
2022,305,13,11,9,7,28.14285714,11.92857143,20.03571429,1.8034,20,18,16,14,27.23809524,13.04761905,20.14285714,1.8034,27,25,23,21,28.28571429,13.96428571,21.125,1.8288,34,32,30,28,28.82857143,15.14285714,21.98571429,1.8542,38,35,32,29,29.38095238,16.35714286,22.86904762,5.5626,42,37,33,29,29.69387755,17.24489796,23.46938776,17.145,0.54
